label,data
0,  call dad oredi
0,good do think could send some pix would love to see top and bottom
0,nvm be go to wear sport shoe anyway be go to be late leh
0,sorry ill call later in meeting
0,this be a long fuckin showr
0,receive understand n act upon
0,finally come to fix the ceiling
0,u need presnt always bcz u can not mis love \jeevithathile irulinae neekunna prakasamanu sneham\ prakasam ennal prabha that mns prabha islove got do not mis
0,jus finish blow hair u finish dinner already
0,be on the bus love
0,lol know that see in the dollar store
1,today voda number end with 7634 be select to receive a 350 reward if have a match please call 08712300220 quote claim code 7684 standard rate apply
0,only saturday and sunday holiday so very difficult
0,everybody have fun this evening miss
0,got hella gas money want to go on a grand nature adventure with galileo in a little bit
0,oh wow that s gay will firmware update help
0,these will not do have to move on to morphine
0,how come i din c _ yup i cut hair
0,k k pa have lunch aha
0,captain vijaykanth be do comedy in captain tvhe be drunken
0,of course guess god just get on hold right now
0,do hide anythie or keep distance from
0,have not
1,be be rip off get mobile content from wwwclubmobycom call 08717509990 polytruepixringtonesgames six download for only 3
0,sorry i din lock keypad
0,be plan to come chennai
1,try to contact re reply to offer of a video phone 750 anytime any network min half price line rental camcorder reply or call 08000930705
0,god create gap btwn ur finger so dat sum1 vry special will fill those gap by hold ur hand now plz do not ask y create so much gap between leg
0,be okay go to sleep now later
0,finally have happen aftr decade beer be now cheap than petrol the goverment expect to \drink\ but do not \drive \
1,a 400 xmas reward be wait for you computer have randomly pick from loyal mobile customer to receive a 400 reward just call 09066380611
0,where r e meeting tmr
0,lol yes but will add some spice to day
0,prasanth ettan mother pass away last night just pray for and family
0,k ill work something out
1,private 2003 account statement for show 800 unredeemed s i m point call 08718738002 identifier code 48922 expire 211104
0,this message be from a great doctor in india 1 do not drink appy fizz contain cancer cause age
0,call and tell now infront of call now
0,ok no prob
0,lady first and genus second k
0,no yes please be swim
0,mum not go robinson already
0,ok set let u noe e detail later
0,nottel software name
0,send the print out da
0,im realy soz imat my mums 2nite what about 2moro
0,when be bear god say \oh no another idiot\ when be bear
0,do not get ur full msgsometext be miss send again
0,probably not be almost out of gas and get some cash tomorrow
1,customer service announcement recently try to make a delivery to but be unable to do so please call 07099833605 to reschedule ref9280114
0,forget 2 ask _ all smth there s a card on da present lei how all want 2 write smth or sign on
0,be leave house now
1,hi babe chloe how r u be smash on saturday night be great how be weekend u be miss sp visionsmscom text stop to stop 150ptext
0,  ready then call
0,wewa be 130 iriver 255 all 128 mb
0,be a good thing be now get the connection to bw
0,sry dajst nw only i come to home
0,that s cool hell be here all night lemme know when be around
0,be stay in town
0,haha yeah 2 oz be kind of a shitload
0,ok u can take shop when u get pay d
0,alright well bring to see in like ltgt min
0,but pls do not play in other life
0,eatin lunch
0,hmmmbut should give on one day
0,do not try g and decide not to head out
0,ok no prob
0,surly ill give to while come to review
0,by march end i should be ready but will call for sure the problem be that capital never complete how far with how s work and the lady
0,pls give the food preferably pap very slowly with load of sugar can take up to an hour to give and then some water very very slowly
1,urgent mobile no 07808726822 be award a 2000 bonus caller prize on 020903 this be 2nd attempt to contact you call 08718729758 box95qu
0,a guy who get use but be too dumb to realize
0,okey dokey ill be over in a bit just sort some stuff out
0,yes fine
0,like the new mobile
0,anytime
0,mmmmmmm snuggle into deep contented sigh whisper fucking love so much can barely stand
0,yar but say get some error
0,hey anyway i have to
0,wow so healthy old airport rd lor can not thk of anything else but ill b bathe dog later
0,wif family book tour package
0,do say bold then torch later or one torch and 2bold
0,haha awesome may need to take up on that what do tonight
0,ya i knw u vl givit ok thank kanoanyway enjoy wit ur family wit 1st salary
0,huh so slow i tot u reach long ago liao u 2 more day only i 4 more leh
0,that s cool princess will cover face in hot sticky cum
0,big brother really scrape the barrel with this shower of social misfit
0,oops i thk i dun haf enuff go check then tell _
0,s8 min to go for lunch
0,hey what happen u switch off ur cell d whole day this be not good now if u do care give a call tomorrow
0,k will do addie amp be do some art so ill be here when get home
0,aiyo lesson so early be still sleepin haha okie u go home liao den confirm w lor
0,forget to tell _ smth can _ like number the section so that clear
0,yup anything lor if u dun wan ok
0,be home love if still awake love kiss
0,hello peach my cake tasts lush
1,free game get rayman golf 4 free from the o2 games arcade 1st get ur game setting reply post then save activ8 press 0 key for arcade termsapply
0,there will be a minor shindig at place later tonight interested
0,jason say cool if pick some up from place in like an hour
1,have mobile 10 mth update to the late cameravideo phone for free keep ur same number get extra free minstext text yes for a call
0,career tel have add u as a contact on indyarockscom to send free sms to remove from phonebook sms no to ltgt
0,have reach already
0,do not know ask to brother nothing problem some thing that just i tell
0,keng rock in ashe
0,wat time r _ go to xins hostel
0,good morning dear shijutta have a great amp successful day
0,oh kafter that placement there ah
0,not for possession especially not first offense
0,nt only for drive even for many reason be call bbdtht chikku then hw abt dvg coldheard tht vinobanagar violence hw be the conditionand hw ru any problem
0,buy the test yesterday something that let know the exact day u ovulatewhen will get 2u in about 2 to 3wk but pls pls do not fret know u r worry pls relax also be there anything in ur past history u need to tell
0,have pizza if u want
0,keep see weird shit and bein all \woah\ then realise actually reasonable and be all \oh\
0,many more happy return of the day wish happy birthday
0,\thinking of u x\
0,orh i tot u say now still dun believe
0,when just put in the sign choose number and the pin will show right
0,the beauty of life be in next second which hide thousand of secret wish every second will be wonderful in ur life gud n8
0,thanx u darlinim cool thanx a few bday drink 2 nite 2morrow off take care c u soonxxx
0,if be still up maybe leave the credit card so can get gas when get back like tell to
1,weekly coolmob tone be ready to download this week new tones include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p more info in n
0,well boy be glad g waste all night at applebee for nothing
1,cashbincouk get lot of cash this weekend wwwcashbincouk dear welcome to the weekend have get big and good ever cash give away these
0,ok lor or u wan go look 4 u
0,u wan 2 haf lunch be in da canteen now
0,do not make life too stressfull always find time to laugh may not add year to life but surely add more life to ur year gud ni8swt dream
0,hey look like be wrong and one of the kappa guy number be still on phone if want can text and see if s around
1,thank 4 continued support question this week will enter u in2 draw 4 100 cash name the new us president txt an to 80082
0,be home doc give pain med say everything be fine
0,only 140 ard rest all ard 180 at leastwhich be price 4 2 bedrm 900
0,too have a lovely night xxx
0,prepare to be pleasure
0,hitechnical supportprovide assistance to customer through call and email
0,if text on way to cup stop that should work and that should be bus
0,when s radio show
1,unique user id be 1172 for removal send stop to 87239 customer service 08708034412
0,be not sure if still available though
0,watever relation u build up in dis world only thing which remain atlast iz lonlines with lotz n lot memory feel
0,cheers lou yeah be a goodnite shame u neva came c ya gailxx
0,hii get the money da
0,ok then u tell wat time u come later lor
0,u repeat e instruction again wats e road name of ur house
0,quite lor but dun tell wait get complacent
0,sorry completely forget will pop round this week if still here
0,u r the most beautiful girl ive ever see u r my baby come and c me in the common room
0,o can not see if can join denis and mina or do denis want alone time
0,sen tell that be go to join uncle finance in cbe
0,yup hey then one day on fri can ask miwa and jiayin take leave go karaoke
0,call i be senthil from hsbc
0,especially since i talk about boston all up in personal statement lol woulda change that if i have realize say nyc say boston now
0,indeed and by the way be either or not both
1,urgent call 09066649731from landline complimentary 4 ibiza holiday or 10000 cash await collection sae tcs po box 434 sk3 8wp 150ppm 18
0,holy living christ what be take so long
0,  thk of wat to eat tonight
0,thanx yup come back on sun finish dinner go back 2 hotel now time fly be tog 4 exactly a mth today hope well haf many more mth to come
0,be on the opposite side from where drop off
0,yup izzit still rain heavily cos be in e mrt i can not c outside
0,send resume
0,gd luck 4 ur exam
0,or u ask all if next sit can a not if all of can make then be ok lor
0,sorry that be uncle ill keep in touch
0,see guy and dolls last night with patrick swayze be great
1,urgent this be 2nd attempt to contact u 900 prize from yesterday be still await collection to claim call now 09061702893
1,santa call would little one like a call from santa xmas eve call 09077818151 to book time calls150ppm last 3mins 30s tc wwwsantacallingcom
0,just come home do not want u to be miserable
0,do not know why s not get message
0,cool but tyler have to take off so be go to buy for and drop off at place later tonight total order be a quarter get enough
0,the guy at the car shop who be flirt with get phone number from the paperwork and call and texte be nervous because of course now may have address should i call boss and tell know this may get fire
0,how do plan to manage that
0,er hello thing do not quite go to plan be limp slowly home follow by aa and with exhaust hang off
0,sorry for the delay yes master
0,call when u finish then i come n pick u
1,private 2004 account statement for 0784987 show 786 unredeemed bonus points to claim call 08719180219 identifier code 45239 expire 060505
0,what s up own oga left phone at home and just see ur message hope be good have a great weekend
0,do not worry though understand how important be that be put in place with a poorly think out punishment in the face of the bad thing that have ever happen to brb go to go kill
0,honey can pls find out how much sell predicte in nigeria and how many time can be use very important to have a reply before monday
0,e admin building there may b slightly early ill call u when be reach
0,fyi be at usf now swing by the room whenever
0,i can call in ltgt min if that s ok
0,  no home work to do meh
0,anything be valuable in only 2 situation first before get second after loose
0,too mark be take forever to pick up prescription and the pain be come back
0,how s ur paper
0,got small capacity one quite ex
1,check out choose babe video smsshsexnetun fgkslpopw fgkslpo
0,be good have be think about
1,u r a winner u ave be specially select 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810710pmin 18
0, 
0,not think bout drink in tap spile at seven be that pub on gas st off broad st by canal ok
0,be go to sleep be tired of travel
0,haha just what be thinkin
0,yup but not give problem now so mayb ill jus leave
0,lol no just try to make day a little more interesting
0,how long before get reply just defer admission til next semester
0,the word \checkmate\ in chess come from the persian phrase \shah maat\ which mean \the king be dead\ goodmorning have a good day
0,po de no need job aha
0,rats hey do u ever vote for the next theme
1,new mobiles from 2004 must go txt nokia to no 89545 collect your today from only 1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction
0,hope pee burn tonite
0,oh rite well im with my best mate pete who go out with 4 a week now were 2geva again its been longer than a week
0,yay can not wait to party together
0,photoshop make computer shut down
0,all boy make fun of today ok i have no problem just send one message just for fun
0,that s one of the issue but california be okay no snow so manageable
1,private 2003 account statement for show 800 unredeemed s i m point call 08715203652 identifier code 42810 expire 29100
0,hmmm mayb can try e shoppin area one but forget e name of hotel
0,awesome that go to be soon or later tonight
0,need detail about that online job
1,you have win as a value vodafone customer computer have pick you to win a 150 prize to collect be easy just call 09061743386
0,miss toopray inshah allah
0,pls help tell ashley that i can not find number oh
0,sthis will increase the chance of win
0,either way work for be ltgt year old hope that do not bother
0,maybe should find something else to do instead
0,gain the right of a wifedont demand iti be try as husband toolet see
0,like new house
0,be fine hope be also
0,also north carolina and texas atm would just go to the gre site and pay for the test result to be send
0,same to u
0,yes baby need to stretch open pussy
0,thanks and or bomb and date as phone want to say
0,hey a guy know be breathe down neck to get some bud anyway d be able to get a half track to usf tonight
0,\response\ be one of d powerful weapon 2 occupy a place in other heart so
0,nokia phone be lovly
1,free messagethank for use the auction subscription service 18 150pmsgrcvd 2 skip an auction txt out 2 unsubscribe txt stop customercare 08718726270
0,sorry datoday i will not come to playi have driving cla
0,be really sorry light hair on fire
0,oh shit think that be trip loooooool that just make so much more sense now grin and the sofa reference be the \sleep on a couch\ link send be not that how go on trip oh and do not babe go with for that celebration with rent
0,okey dokey swashbuckling stuff what oh
0,1 tension face 2 smile face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face ltgt joker face
0,dip cell dead so i m come with u well respond else shall come back
0,well know what i mean texte
0,hi dis be yijue i would be happy to work wif _ all for gek1510
0,lol oops sorry have fun
0,wat happen to the cruise thing
0,know dat feelin have with pete wuld get with nuther place nuther time mayb
1,lyricalladie21f be invite to be friend reply yes910 or no910 see wwwsmsacuhmmross stop send stop frnd to 62468
0,the world most happy frnd never have the same character dey just have the good understanding of difference
0,yeah just open chat and click friend list then make the list easy as pie
0,alright tyler get a minor crisis and have to be home soon than think so be here asap
0,whenwhere do pick up
0,as usual u can call ard 10 smth
0,for many thing an antibiotic and can be use for chest abdoman and gynae infection even bone infection
0,poor girl can not go one day lmao
0,or just do that 6times
0,have to pls make a note of all s expose to also find out from school if anyone else be vomit be there a dog or cat in the house let know later
0,sound like there could be a lot of time spend in that chastity device boy grin or take beating like a good dog go to lounge in a nice long bath now
0,bad if if use half way then stop well for to complete
0,miserable do not tell u that the side effect of birth control be massive gut wrench cramp for the first 2 month do not sleep at all last night
0,send the new number
1,want the late video handset 750 anytime any network min half price line rental reply or call 08000930705 for delivery tomorrow
0,2 and half year i miss friendship
0,oh for fuck sake s in like tallahassee
0,haha that be the first person be go to ask
1,ou be guarantee the late nokia phone a 40 gb ipod mp3 player or a 500 prize txt word collect to no 83355 ibhltd ldnw15h 150pmtmsgrcvd18
0,taka lor wat time u wan 2 come n look 4
1,  free polyphonic ringtone text super to 87131 to get free poly tone of the week now 16 sn pobox202 nr31 7zs subscription 450pw
0,\im reach in another 2 stops\
0,no i do not mean to post write and like so many other time have ritten stuff to i let sit there be what i be feel at the time be angry before i leave i hit send then stop be not there check on phone when i get to car be not there say do not sleep be bored so why would not that be the time to clean fold laundry etc at least make the bed
1,warner village 83118 c colin farrell in swat this wkend warner village get 1 free med popcornjust show msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offer
0,will come online today night
0,then anything special
0,be in solihull do want anything
0,will do have a good day
0,we regret to inform u that the nhs have make a mistakeu be never actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 the inconvenience
0,love that holiday monday feel even if have to go to the dentist in an hour
0,be on the way to tirupur
1,goal arsenal 4 henry 7 v liverpool 2 henry score with a simple shot from 6 yard from a pass by bergkamp to give arsenal a 2 goal margin after 78 min
0,have already get a flaky parent itsnot suppose to be the childs job to support the parentnot until be the ride age anyway be suppose to be there to support and now have hurt unintentional but hurt nonetheless
0,take hooch for a walk toaday and i fall over splat graze knee and everything should have stay at home see tomorrow
0,just drop off omw back now
0,sit in mu wait for everyone to get out of suite so can take a shower
0,re call do not see facebook huh
0,g say never answer text confirmdeny
0,so common hearin how r u wat r u do how be ur day so let ask u something different do u smile today if not do now gud evng
0,oh yah never cancel leh haha
0,can go 4 e normal pilate after intro
0,ok let u noe when i leave house
0,oh yes why be like torture watch england
0,wanna do some art d
0,just hope that be not too pissed up to remember and have go off to sister or something
1,hi the sexychat girl be wait for to text text now for a great night chatting send stop to stop this service
0,good morning boytoy how s those yummy lip where s sexy bun now what do do do think of do crave do need
0,match startedindia ltgt for 2
0,once free call sir
0,hey do want anything to buy
0,hey babe how s go do ever figure out where go for new year
0,kkcongratulation
0,g want to know where the fuck be
0,no be cancel yeah baby well that sound important so i understand darlin give a ring later on this fone love kate x
0,tomarrow i want to got to court at ltdecimalgt so come to bus stand at 9
0,  go home liao ask dad to pick up at 6
0,omg can make a wedding chapel in frontierville why do get all the good stuff
0,be eatin now lor but go back to work soon e mountain deer show huh watch b4 liao very nice
0,check maili have mail varma and keep copy to regard membershiptake careinsha allah
0,wrong phone this phone answer this one but assume the other be people i do not well
0,anyway do not think can secure anything up here lemme know if want to drive down south and chill
0,be already back home so no probably not
1,hi this be amy will be send a free phone number in a couple of day which will give an access to all the adult party
0,be in bus on the way to calicut
0,hi be probably have too much fun to get this message but i think d txt u cos be bored and james have be fart at all night
0,hi baby be sit on the bloody bus at the mo and i will not be home until about 730 wanna do something later call later ortxt back jess xx
1,welcome to select an o2 service with add benefit can now call specially train advisor free from mobile by dial 402
0,lose 4 pound since doc visit last week woot woot now be go to celebrate by stuff face
0,u come back 4 dinner rite dad ask so i re confirm wif u
0,do master when will buy a bb cos i have for sale and how s bf
0,ahhhhjust woken uphad a bad dream about u thoso i do not like u right now i do not know anything about comedy night but i guess be up for
0,be viveki get call from number
0,why do not u call on lunch
0,what i mean be i leave too early to check cos be work a 96
0,want ltgt rs dado have
0,want to see pretty pussy
1,dear voucher holder have next meal on use the follow link on pc 2 enjoy a 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
0,a few people be at the game be at the mall with iouri and kaila
1,urgent be try to contact u todays draw show that have win a 2000 prize guaranteed call 09058094507 from land line claim 3030 valid 12hrs only
1,can donate 250 to unicefs asian tsunami disaster support fund by texte donate to 864233 250 will be add to next bill
0,future be not what plan for tomorrow be the result of what do today do the good in present enjoy the future
0,will cme i want to go to hos 2morow after that i wil cme this what i get from dear what to do do not say any time
0,be suppose to meet to discuss abt trip thought xuhui tell in the afternoon thought can go for lesson after that
0,hey come online use msn be all there
0,be fine hope be good do take care
0,oops be in the shower when u call hey a parking garage collapse at university hospital see be not crazy stuff like that do happen
0,aiyo u so poor thing then u dun wan 2 eat u bathe already
0,yar tot u know dis would happen long ago already
0,be gorgeous keep those pix cumming thank
0,jade its paul y didnt u txt me do u remember me from barmed want 2 talk 2 u txt me
0,spend new year with brother and family let plan to meet next week be ready to be spoil
0,so what u do today
0,say okay sorry
0,sleep thinkthis time ltgt pm be not dangerous
0,network job be there
1,goldvike 29 m be invite to be friend reply yes762 or no762 see wwwsmsacugoldviking stop send stop frnd to 62468
0,do not let study stress out l8r
0,that s y u haf 2 keep busy
0,no rush be not work be in school so if rush go hungry
0,which channel
0,so tell coulda be real valentine and be not u never pick for nothing
1,phony 350 award todays voda number end xxxx be select to receive a 350 award if have a match please call 08712300220 quote claim code 3100 standard rate app
0,make eta at taunton be 1230 as plan hope that s still okday good to see xx
0,be hungry buy smth home
0,\hey kate
0,drive can only be read need to write
0,just look up and addie go back monday suck to be
0,happy new year hope be have a good semester
0,esplanade lor where else
0,can talk with
0,hmph go head big baller
0,well not like actually call someone a punto that woulda be bad
0,nope since ayo travel have forget guy
0,still around look to pick up later
1,cd 4u congratulations ur award 500 of cd gift voucher or 125 gift guarantee freeentry 2 100 wkly draw xt music to 87066 tncs wwwldewcom1win150ppmx3age16
0,there s someone here that have a year ltgt toyota camry like mr olayiwolas own mileage be ltgt kit clean but i need to know how much will sell for if i can raise the dough for how soon after landing will sell holla back
0,guess which pub be in be as happy as a pig in clover or whatever the saying be
0,ill b down soon
0,oh k will come tomorrow
0,go fool do not cheat other ok
0,mobile numberpls sms ur mail idconvey regard to achanammarakheshqatar
0,by the way rencontre be to meet again mountain do not
1,have win a guarantee 1000 cash or a 2000 prize to claim yr prize call customer service representative on 08714712412 between 10am7pm cost 10p
0,u attend ur drive lesson how many time a wk n which day
0,uncle g just check up on do have a rewarding month
0,hello boytoy geeee be miss today like to send a tm and remind be think of and be love love kiss
0,think the other two still need to get cash but can def be ready by 9
0,hey galsu all wanna meet 4 dinner at nte
1,dear 0776xxxxxxx uve be invite to xchat this be final attempt to contact u txt chat to 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
0,babe what be do where be who be talk to do think of be be a good boy be miss do love
0,great how be the office today
0,cool can last a little while get more any time soon
0,  sad puppy noise
0,yes possible but dint try pls do not tell to any one k
0,anyway holla at whenever be around because need an excuse to go creep on people in sarasota
0,where what happen
0,be go to ask lol but i think at 7
1,ur cashbalance be currently 500 pound to maximize ur cashin now send go to 86688 only 150pmeg cc 08718720201 hgsuite3422lands roww1j6hl
1,private 2003 account statement for show 800 unredeemed sim point call 08715203685 identifier code4xx26 expire 131004
0,go chase after and run over while s cross the street
1,d like to tell deep dark fantasy call 09094646631 just 60pmin to stop text call 08712460324 nat rate
0,hey very inconvenient for sis a not huh
0,ok i vldo u know i get adsense approve
0,  be really good to see the other day dudette be miss
0,want to go to perumbavoor
0,how many time i tell in the stage all use to laugh not listen aha
0,do not hear from
0,thank for be there for just to talk to on saturday be very dear to cherish have as a brother and role model
0,pls clarify back if an open return ticket that i have can be prepone for to go back to kerala
1,natalie 20f be invite to be friend reply yes165 or no165 see wwwsmsacunatalie2k9 stop send stop frnd to 62468
0,run off with a young man will make pretty baby together
1,jamster to get free wallpaper text heart to 88888 now tc apply 16 only need help call 08701213186
0,o ic lol should play 9 door sometime yo
0,dunno dad say come home 2 bring out 4 lunch yup i go w u lor call u when i reach school lor
0,desire u go to doctor 4 liver and get a bit stylish get ur hair manage that s
0,hmmmstill do not have opener
0,yeah so basically any time next week can get away from mom amp get up before 3
0,will vote for wherever heart guide
0,with sis lor juz watch italian job
0,tick tick tick where be could die of loneliness know pout stomp foot need
0,lmao know so well
0,be on a train back from northampton so be afraid not be stay skyve off today ho ho will be around wednesday though do fancy the comedy club this week by the way
0,goodnight da thangam really miss u dear
0,hey next sun 1030 there s a basic yoga course at bugi can go for that pilates intro next sit tell what time r free
0,geeeee internet be really bad today eh
1,free video camera phone with half price line rental for 12 mth and 500 cross ntwk min 100 txt call mobileupd8 08001950382 or call2optout674
0,think i be disturb da
0,sorry ill call later be in meet sir
0,have not stick at orchard in dad car go 4 dinner now u leh so r free tonight
0,ok i also wan 2 watch e 9 pm show
0,dunno lei like dun haf
0,but brother transfer only ltgt ltgt pa
0,call later afternoon onword mtnl service get problem in south mumbai can hear but cannt listen
1,83039 62735450 uk break accommodationvouchers term condition apply 2 claim mustprovide claim number which be 15541
0,talk to g and x about that
0,hai dear friend this be new amp present number by rajitha raj ranju
1,5p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity
0,as in different style
1,win a 200 shopping spree every week start now 2 play text store to 88039 skilgme tscs08714740323 1winawk age16 150perweeksub
0,gud ni8 dearslp welltake careswt dreamsmuah
1,this be the 2nd attempt to contract u have win this week top prize of either 1000 cash or 200 prize just call 09066361921
0,well be glad do not find totally disagreeable lol
0,guy no flash now if go call call how madam take care oh
1,do want a new nokia 3510i colour phone deliveredtomorrow with 300 free minute to any mobile 100 free text free camcorder reply or call 08000930705
0,mark work tomorrow get out at 5 work be by house so can meet u afterwards
0,\keep ur problem in ur heart
0,yeah give a call if have get a minute
0,\hi babe uawakefeellikw shitjustfound out via aletter thatmum gotmarried 4thnovbehind ourbacks fuckinniceselfish
0,amazing if rearrange these letter give the same meaning dormitory dirty room astronomer moon starer the eye see election result lies let recount motherinlaw woman hitler eleven plus two twelve plus one amazing
0,aiya discuss later lar pick _ up at 4 be
0,hey happy birthday
0,sorry i miss call can please call back
0,omg if not one thing another cat have worm when do this bad day end
0,good morning be suffer from fever and dysentry will not be able to come to office today
0,will not do anything de
0,what type of stuff do sing
0,st andre virgils cream
0,fri ah okie lorgoin 4 drivin den go shoppin after tt
0,gokila be talk with aha
0,hi shanilrakhesh herethanksi have exchange the uncut diamond stuffleave back excellent service by dino and prem
0,kkthis month kotee birthday know
0,but be really really broke oh no amount be too small even ltgt
0,sorry about that this be mate phone and i do not write love kate
1,themobhit the link to get a premium pink panther game the new no 1 from sugababe a crazy zebra animation or a badass hoody wallpaperall 4 free
0,ah well that confuse thing do not think be friend with now maybe i do the wrong thing but i already sort of invite tho may not come cos of money
0,aight call once be close
0,nope that s fine may have a nap tho
1,this msg be for mobile content order have be resent as previous attempt fail due to network error query to customersqueriesnetvisionukcom
0,in other news after hassle to get weed for a week andre have no money haughaighgtujhyguj
0,de on ya break fassyole blacko from londn
0,really need 2 kiss u miss u my baby from ur baby 4eva
0,oh get many responsibility
1,have 1 new message please call 08715205273
0,have reach sch already
1,december only have mobile 11mth be entitle to update to the late colour camera mobile for free call the mobile update vco free on 08002986906
0,u definitely need a module from e humanities dis sem izzit u wan 2 take other module 1st
0,argh why the fuck be nobody in town _
1,get 3 lions england tone reply lionm 4 mono or lionp 4 poly 4 more go 2 wwwringtonescouk the original n good tones 3gbp network operator rate apply
0,thanks fill with complete calm and reassurance
0,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeane same here
0,be drive or train
0,lol for real tell dad have cancer
1,private 2003 account statement for 078
0,oops do have ltgt
0,\not enufcredeit tocallshall ileave uni at 6 get a bus to yor house\
0,hi chikku send some nice msgs
0,be impossible to argue with and always treat like sub like never release which do and will remind of that if necessary
0,after work ah den 6 plus lor u workin oso rite den go orchard lor no other place to go liao
0,to the wonderful okors have a great month cherish guy and wish well each day mojibiola
0,cuz ibore and don wanna study
0,wot about on d nite be 3 then but only til 9
0,any way where be and what do
0,that suck ill go over so u can do hair will do free right
0,still not work and this time i also try add zero that be the saving the checking be ltgt
0,hmm dunno leh mayb a bag 4 goigng out dat be not too small or ju anything except perfume smth dat i can keep
0,sday only joinedso training start today
0,sorry be at the grocer
0,there be some nice pub near here or there be frankie n bennys near the warner cinema
1,you ve won 4 costa del sol holiday or 5000 await collection call 09050090044 now toclaim sae tc s pobox334 stockport sk38xh cost150pm max10min
0,yup have not be there before want to go for the yoga can call up to book
0,oh shut omg yesterday have a dream that have 2 kid both boy be so pissed not only about the kid but be boy even tell mark in dream that be change diaper cause be not get owe in the face
0,yeah imagine would be really gentle unlike the other doc who treat patient like turkey
0,now that have start do not stop just pray for more good idea and anything i see that can help guy ill forward a link
0,hi darlin be on helens fone be go to b up the prince 2 nite please come up tb love kate
0,be in office now dawhere be
0,aiyar u so poor thing give u support k jia ill think of u
0,oh unintentionally not bad time great fingers the train play along will give fifteen min warn
1,get garden ready for summer with a free selection of summer bulb and seed worth 3350 only with the scotsman this saturday to stop go2 notxtcouk
0,kthen come wenever u lik to come and also tel vikky to come by get free time
0,pls call da what happen
0,happy new year to u and ur familymay this new year bring happiness stability and tranquility to ur vibrant colourful life
0,no problem with the renewal ill do right away but i do not know detail
0,idk be sit here in a stop and shop parking lot right now bawl eye out because i feel like be a failure in everything nobody want and now i feel like be fail
0,have not leave yet so probably go to be here til dinner
0,like ltgt same question
0,my new year eve be ok go to a party with my boyfriend who be this si then hey
0,sir need velusamy sir date of birth and company bank facility detail
0,k k sms chat with
0,will come with karnan car please wait till 6 p.m. will directly goto doctor
0,no but the bluray player can
0,ok then r meet later
0,lol no just need to cash in nitro hurry come on before crash out
0,just send a text well skype later
0,ok leave no need to ask
0,  still get lesson in sch
0,y dun believe leh tot i tell true already thk muz c us tog then believe
0,oh do charge camera
0,have get some salt can rub in open wound if like
0,now be go for lunch
0,be in school now n ill be in da lab do some stuff give a call when _ r do
0,aight text tonight and well see what s up
0,u 2
0,water log in desert geoenvironmental implication
0,very strange and be watch the 2nd one now but be in bed sweet dream miss u
1,sms auction a brand new nokia 7250 be up 4 auction today auction be free 2 join take part txt nokia to 86021 now
0,hi hope u r both ok say would text and have not have u see let down gently please
0,babe fucking love too know fuck be so good to hear voice so need that crave can not get enough adore ahmad kiss
0,k sure be in relative home sms de pls
0,fuuuuck need to stop sleepin sup
0,be in town now so ill jus take mrt down later
0,just cook a rather nice salmon a la
0,upload mine to facebook
0,what time u wrkin
1,ree entry in 2 a weekly comp for a chance to win an ipod txt pod to 80182 to get entry std txt rate tc apply 08452810073 for detail 18
1,record indicate u maybe entitle to 5000 pound in compensation for the accident have to claim 4 free reply with claim to this msg 2 stop txt stop
0,oh oh den muz change plan liao go back have to yan jiu again
0,wylie in tampa or sarasota
0,ok take ur time n enjoy ur dinner
0,darren be say dat if u meeting da ge den dun meet 4 dinner cos later u leave xy will feel awkward den u meet 4 lunch lor
1,spook up mob with a halloween collection of a logo pic message plus a free eerie tone txt card spook to 8007 ze 08701417012150p per logopic
0,like cheap but be happy to splash out on the wine if make feel well
0,s fine have have difficulty with phone work with mine can pls send another friend request
0,ugh leg hurt musta overdo on mon
1,call germany for only 1 pence per minute call from a fix line via access number 0844 861 85 85 no prepayment direct access wwwtelediscountcouk
0,wot student discount can u get on books
0,how come can get should b quite diff to guess rite
1,have mobile 11mth update for free to oranges late colour camera mobile unlimited weekend call call mobile upd8 on freefone 08000839402 or 2stoptxt
0,babe be answer can not see maybe d well reboot ym get the photo great
0,hiwhat think about match
0,know be thinkin malaria but relax child can not handle malaria would have be bad and gastroenteritis if take enough to replace loss temp will reduce and if give malaria med now will just vomit a self limit illness have which mean in a few day will completely stop
0,dai i download but there be only exe file which i can only run that exe after instal
0,be only yesterday true true
0,kkhow be business now
0,3 pa but not select
0,well that s nice too bad i can not eat
0,accidentally bring home in the box
0,pls need to dat slowly or will vomit more
0,have to take exam with in march 3
0,jane babe not go 2 wrk feel ill after lst nite fone in already cover 4 chuck
0,5 nightswe nt stay at port step liaotoo ex
0,if die want u to have all stuff
0,\oh fuck juswoke up in a bed on a boatin the docks slept wid 25 year old spinout giv u da gossip l8r xxx\
